Team1,Score,Team2,Competition,Map,Date,Page,Team 1 Score,Team 2 Score,Winning Team,Losing Team,Margin,Total Rounds,Game Type
Rugratz,16-14,TeamOne,ESEAMDLSeason32NorthAmerica,Nuke,2019-11-10,0,16,14,Rugratz,TeamOne,2,30,16
Rugratz,11-16,TeamOne,ESEAMDLSeason32NorthAmerica,Overpass,2019-11-10,0,11,16,TeamOne,Rugratz,5,27,16
Rugratz,16-14,TeamOne,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-10,0,16,14,Rugratz,TeamOne,2,30,16
RiotSquad,16-7 ,INTZ,ESEAMDLSeason32NorthAmerica,Inferno,2019-11-10,0,16,7,RiotSquad,INTZ,9,23,16
RiotSquad,16-12,INTZ,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-10,0,16,12,RiotSquad,INTZ,4,28,16
INTZ,16-12,TeamOne,ESEAMDLSeason32NorthAmerica,Nuke,2019-11-10,0,16,12,INTZ,TeamOne,4,28,16
INTZ,9-16 ,TeamOne,ESEAMDLSeason32NorthAmerica,Overpass,2019-11-10,0,9,16,TeamOne,INTZ,7,25,16
INTZ,16-13,TeamOne,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-10,0,16,13,INTZ,TeamOne,3,29,16
Rugratz,12-16,Ascent,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-10,0,12,16,Ascent,Rugratz,4,28,16
Rugratz,16-8 ,Ascent,ESEAMDLSeason32NorthAmerica,Nuke,2019-11-10,0,16,8,Rugratz,Ascent,8,24,16
Rugratz,16-2 ,Ascent,ESEAMDLSeason32NorthAmerica,Overpass,2019-11-10,0,16,2,Rugratz,Ascent,14,18,16
ECLOT,19-15,Brute,CzechChampionship2019,Nuke,2019-11-10,0,19,15,ECLOT,Brute,4,34,19
ECLOT,16-7 ,Brute,CzechChampionship2019,Inferno,2019-11-10,0,16,7,ECLOT,Brute,9,23,16
RiotSquad,16-5 ,Ben'sAnimeTeam,ESEAMDLSeason32NorthAmerica,Dust2,2019-11-10,0,16,5,RiotSquad,Ben'sAnimeTeam,11,21,16
RiotSquad,16-4 ,Ben'sAnimeTeam,ESEAMDLSeason32NorthAmerica,Inferno,2019-11-10,0,16,4,RiotSquad,Ben'sAnimeTeam,12,20,16
MAC-51,8-16 ,Triumph,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-10,0,8,16,Triumph,MAC-51,8,24,16
MAC-51,5-16 ,Triumph,ESEAMDLSeason32NorthAmerica,Inferno,2019-11-10,0,5,16,Triumph,MAC-51,11,21,16
RedemptionPOA,16-7 ,ex-MakeitHappen,NESTPro:SAQualifier,Overpass,2019-11-10,0,16,7,RedemptionPOA,ex-MakeitHappen,9,23,16
RedemptionPOA,16-14,ex-MakeitHappen,NESTPro:SAQualifier,Nuke,2019-11-10,0,16,14,RedemptionPOA,ex-MakeitHappen,2,30,16
Universe,24-28,eXtatus,CzechChampionship2019,Inferno,2019-11-09,0,24,28,eXtatus,Universe,4,52,28
Universe,12-16,eXtatus,CzechChampionship2019,Mirage,2019-11-09,0,12,16,eXtatus,Universe,4,28,16
Cream,16-14,KPI,DreamHackOpenSevilla2019IberiaQualifier,Train,2019-11-09,1,16,14,Cream,KPI,2,30,16
Cream,16-9 ,KPI,DreamHackOpenSevilla2019IberiaQualifier,Nuke,2019-11-09,1,16,9,Cream,KPI,7,25,16
x6tence,16-11,Giants,DreamHackOpenSevilla2019IberiaQualifier,Overpass,2019-11-09,1,16,11,x6tence,Giants,5,27,16
x6tence,16-12,Giants,DreamHackOpenSevilla2019IberiaQualifier,Nuke,2019-11-09,1,16,12,x6tence,Giants,4,28,16
VodkaJuniors,9-16 ,OFFSET,DreamHackOpenSevilla2019IberiaQualifier,Nuke,2019-11-09,1,9,16,OFFSET,VodkaJuniors,7,25,16
VodkaJuniors,8-16 ,OFFSET,DreamHackOpenSevilla2019IberiaQualifier,Train,2019-11-09,1,8,16,OFFSET,VodkaJuniors,8,24,16
MADLions,14-16,MovistarRiders,DreamHackOpenSevilla2019IberiaQualifier,Nuke,2019-11-09,1,14,16,MovistarRiders,MADLions,2,30,16
MADLions,6-16 ,MovistarRiders,DreamHackOpenSevilla2019IberiaQualifier,Inferno,2019-11-09,1,6,16,MovistarRiders,MADLions,10,22,16
ex-BLUEJAYS,14-16,FATE,ESLSoutheastEuropeChampionshipSeason10Finals,Train,2019-11-09,1,14,16,FATE,ex-BLUEJAYS,2,30,16
ex-BLUEJAYS,16-7 ,FATE,ESLSoutheastEuropeChampionshipSeason10Finals,Inferno,2019-11-09,1,16,7,ex-BLUEJAYS,FATE,9,23,16
ex-BLUEJAYS,7-16 ,FATE,ESLSoutheastEuropeChampionshipSeason10Finals,Vertigo,2019-11-09,1,7,16,FATE,ex-BLUEJAYS,9,23,16
Brute,13-16,eSuba,CzechChampionship2019,Vertigo,2019-11-09,1,13,16,eSuba,Brute,3,29,16
Brute,16-11,eSuba,CzechChampionship2019,Nuke,2019-11-09,1,16,11,Brute,eSuba,5,27,16
Brute,16-14,eSuba,CzechChampionship2019,Mirage,2019-11-09,1,16,14,Brute,eSuba,2,30,16
eXtatus,16-6 ,FURY,CzechChampionship2019,Overpass,2019-11-09,1,16,6,eXtatus,FURY,10,22,16
eXtatus,12-16,FURY,CzechChampionship2019,Train,2019-11-09,1,12,16,FURY,eXtatus,4,28,16
eXtatus,16-11,FURY,CzechChampionship2019,Mirage,2019-11-09,1,16,11,eXtatus,FURY,5,27,16
Astralis,16-0 ,FaZe,IEMBeijing2019,Dust2,2019-11-09,1,16,0,Astralis,FaZe,16,16,16
Astralis,16-2 ,FaZe,IEMBeijing2019,Nuke,2019-11-09,1,16,2,Astralis,FaZe,14,18,16
Chiefs,8-16 ,ORDER,ESEAMDLSeason32Australia,Default,2019-11-09,1,8,16,ORDER,Chiefs,8,24,16
Chiefs,5-16 ,ORDER,ESEAMDLSeason32Australia,Nuke,2019-11-09,1,5,16,ORDER,Chiefs,11,21,16
Chiefs,19-17,ORDER,ESEAMDLSeason32Australia,Inferno,2019-11-09,1,19,17,Chiefs,ORDER,2,36,19
Chiefs,11-16,ORDER,ESEAMDLSeason32Australia,Dust2,2019-11-09,1,11,16,ORDER,Chiefs,5,27,16
Vitality,16-8 ,100Thieves,IEMBeijing2019,Mirage,2019-11-09,1,16,8,Vitality,100Thieves,8,24,16
Vitality,14-16,100Thieves,IEMBeijing2019,Nuke,2019-11-09,1,14,16,100Thieves,Vitality,2,30,16
Vitality,2-16 ,100Thieves,IEMBeijing2019,Inferno,2019-11-09,1,2,16,100Thieves,Vitality,14,18,16
Triumph,12-16,TeamOne,ESEAMDLSeason32NorthAmerica,Nuke,2019-11-09,1,12,16,TeamOne,Triumph,4,28,16
Triumph,16-11,TeamOne,ESEAMDLSeason32NorthAmerica,Inferno,2019-11-09,1,16,11,Triumph,TeamOne,5,27,16
Triumph,17-19,TeamOne,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-09,1,17,19,TeamOne,Triumph,2,36,19
Ascent,16-10,Ben'sAnimeTeam,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-09,1,16,10,Ascent,Ben'sAnimeTeam,6,26,16
Ascent,14-16,Ben'sAnimeTeam,ESEAMDLSeason32NorthAmerica,Nuke,2019-11-09,1,14,16,Ben'sAnimeTeam,Ascent,2,30,16
Ascent,14-16,Ben'sAnimeTeam,ESEAMDLSeason32NorthAmerica,Overpass,2019-11-09,1,14,16,Ben'sAnimeTeam,Ascent,2,30,16
RiotSquad,16-13,Rugratz,ESEAMDLSeason32NorthAmerica,Nuke,2019-11-09,1,16,13,RiotSquad,Rugratz,3,29,16
RiotSquad,11-16,Rugratz,ESEAMDLSeason32NorthAmerica,Train,2019-11-09,1,11,16,Rugratz,RiotSquad,5,27,16
RiotSquad,19-16,Rugratz,ESEAMDLSeason32NorthAmerica,Overpass,2019-11-09,1,19,16,RiotSquad,Rugratz,3,35,19
Genuine,12-16,ORDER,ESEAMDLSeason32Australia,Train,2019-11-09,1,12,16,ORDER,Genuine,4,28,16
Genuine,10-16,ORDER,ESEAMDLSeason32Australia,Vertigo,2019-11-09,1,10,16,ORDER,Genuine,6,26,16
INTZ,16-5 ,MAC-51,ESEAMDLSeason32NorthAmerica,Mirage,2019-11-09,1,16,5,INTZ,MAC-51,11,21,16
INTZ,16-10,MAC-51,ESEAMDLSeason32NorthAmerica,Vertigo,2019-11-09,1,16,10,INTZ,MAC-51,6,26,16
FATE,6-16 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Default,2019-11-09,1,6,16,MovistarRiders,FATE,10,22,16
FATE,16-12,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Mirage,2019-11-09,1,16,12,FATE,MovistarRiders,4,28,16
FATE,4-16 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Vertigo,2019-11-09,1,4,16,MovistarRiders,FATE,12,20,16
FATE,9-16 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Overpass,2019-11-09,1,9,16,MovistarRiders,FATE,7,25,16
Yalla,8-16 ,GamerLegion,UnitedMastersLeagueSeason2,Mirage,2019-11-08,1,8,16,GamerLegion,Yalla,8,24,16
Yalla,12-16,GamerLegion,UnitedMastersLeagueSeason2,Inferno,2019-11-08,1,12,16,GamerLegion,Yalla,4,28,16
LDLC,8-16 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Inferno,2019-11-08,1,8,16,MovistarRiders,LDLC,8,24,16
LDLC,10-16,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Nuke,2019-11-08,1,10,16,MovistarRiders,LDLC,6,26,16
Tricked,14-16,pro100,ESEAMDLSeason32Europe,ovp,2019-11-08,1,14,16,pro100,Tricked,2,30,16
GamerLegion,16-19,CR4ZY,ESEAMDLSeason32Europe,d2,2019-11-08,1,16,19,CR4ZY,GamerLegion,3,35,19
Heretics,16-4,Japaleno,ESEAMDLSeason32Europe,vtg,2019-11-08,1,16,4,Heretics,Japaleno,12,20,16
CR4ZY,16-11,Spirit,ESEAMDLSeason32Europe,mrg,2019-11-08,1,16,11,CR4ZY,Spirit,5,27,16
AVANGAR,16-12,Heretics,ESEAMDLSeason32Europe,d2,2019-11-08,1,16,12,AVANGAR,Heretics,4,28,16
CopenhagenFlames,16-13,Aristocracy,UnitedMastersLeagueSeason2,Nuke,2019-11-08,1,16,13,CopenhagenFlames,Aristocracy,3,29,16
CopenhagenFlames,22-18,Aristocracy,UnitedMastersLeagueSeason2,Overpass,2019-11-08,1,22,18,CopenhagenFlames,Aristocracy,4,40,22
Syman,6-16 ,forZe,SECTOR:MOSTBET,Inferno,2019-11-08,1,6,16,forZe,Syman,10,22,16
Syman,5-16 ,forZe,SECTOR:MOSTBET,Dust2,2019-11-08,1,5,16,forZe,Syman,11,21,16
Spirit,16-13,Virtus.pro,ESEAMDLSeason32Europe,inf,2019-11-08,1,16,13,Spirit,Virtus.pro,3,29,16
Nemiga,11-16,MovistarRiders,ESEAMDLSeason32Europe,trn,2019-11-08,1,11,16,MovistarRiders,Nemiga,5,27,16
Heretics,12-16,Spirit,ESEAMDLSeason32Europe,mrg,2019-11-08,1,12,16,Spirit,Heretics,4,28,16
EvilGeniuses,12-16,FaZe,IEMBeijing2019,Nuke,2019-11-08,1,12,16,FaZe,EvilGeniuses,4,28,16
EvilGeniuses,16-14,FaZe,IEMBeijing2019,Inferno,2019-11-08,1,16,14,EvilGeniuses,FaZe,2,30,16
EvilGeniuses,16-19,FaZe,IEMBeijing2019,Dust2,2019-11-08,1,16,19,FaZe,EvilGeniuses,3,35,19
100Thieves,16-9 ,ENCE,IEMBeijing2019,Inferno,2019-11-08,1,16,9,100Thieves,ENCE,7,25,16
100Thieves,16-7 ,ENCE,IEMBeijing2019,Nuke,2019-11-08,1,16,7,100Thieves,ENCE,9,23,16
FaZe,9-16 ,Vitality,IEMBeijing2019,Nuke,2019-11-08,1,9,16,Vitality,FaZe,7,25,16
FaZe,16-6 ,Vitality,IEMBeijing2019,Overpass,2019-11-08,1,16,6,FaZe,Vitality,10,22,16
FaZe,3-16 ,Vitality,IEMBeijing2019,Inferno,2019-11-08,1,3,16,Vitality,FaZe,13,19,16
EvilGeniuses,16-12,TYLOO,IEMBeijing2019,Mirage,2019-11-08,1,16,12,EvilGeniuses,TYLOO,4,28,16
EvilGeniuses,16-9 ,TYLOO,IEMBeijing2019,Inferno,2019-11-08,1,16,9,EvilGeniuses,TYLOO,7,25,16
Baecon,5-16 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Nuke,2019-11-08,1,5,16,MovistarRiders,Baecon,11,21,16
Baecon,3-16 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Train,2019-11-08,1,3,16,MovistarRiders,Baecon,13,19,16
LDLC,12-16,FATE,OMENAtlanticChallenge2019EuropeClosedQualifier,Inferno,2019-11-07,1,12,16,FATE,LDLC,4,28,16
LDLC,16-8 ,FATE,OMENAtlanticChallenge2019EuropeClosedQualifier,Dust2,2019-11-07,1,16,8,LDLC,FATE,8,24,16
LDLC,12-16,FATE,OMENAtlanticChallenge2019EuropeClosedQualifier,Overpass,2019-11-07,1,12,16,FATE,LDLC,4,28,16
CR4ZY,1-0,Phoenix,ESEAMDLSeason32Europe,-,2019-11-07,1,1,0,CR4ZY,Phoenix,1,1,1
Virtus.pro,16-3,Illuminar,ESEAMDLSeason32Europe,nuke,2019-11-07,1,16,3,Virtus.pro,Illuminar,13,19,16
CR4ZY,9-16,HAVU,ESEAMDLSeason32Europe,trn,2019-11-07,1,9,16,HAVU,CR4ZY,7,25,16
forZe,1-0,Phoenix,ESEAMDLSeason32Europe,-,2019-11-07,1,1,0,forZe,Phoenix,1,1,1
Illuminar,13-16,Spirit,ESEAMDLSeason32Europe,nuke,2019-11-07,1,13,16,Spirit,Illuminar,3,29,16
pro100,9-16,AVANGAR,ESEAMDLSeason32Europe,d2,2019-11-07,1,9,16,AVANGAR,pro100,7,25,16
Virtus.pro,16-11,Demise,ESEAMDLSeason32Europe,inf,2019-11-07,1,16,11,Virtus.pro,Demise,5,27,16
forZe,12-16,CR4ZY,ESEAMDLSeason32Europe,trn,2019-11-07,1,12,16,CR4ZY,forZe,4,28,16
Nemiga,16-5,Spirit,ESEAMDLSeason32Europe,inf,2019-11-07,1,16,5,Nemiga,Spirit,11,21,16
MovistarRiders,16-11,forZe,ESEAMDLSeason32Europe,inf,2019-11-07,1,16,11,MovistarRiders,forZe,5,27,16
Illuminar,22-20,Japaleno,ESEAMDLSeason32Europe,mrg,2019-11-07,1,22,20,Illuminar,Japaleno,2,42,22
Virtus.pro,7-16,AVANGAR,ESEAMDLSeason32Europe,trn,2019-11-07,1,7,16,AVANGAR,Virtus.pro,9,23,16
Tricked,12-16,HAVU,ESEAMDLSeason32Europe,nuke,2019-11-07,1,12,16,HAVU,Tricked,4,28,16
AGO,12-16,pro100,ESEAMDLSeason32Europe,trn,2019-11-07,1,12,16,pro100,AGO,4,28,16
Virtus.pro,16-19,MovistarRiders,ESEAMDLSeason32Europe,inf,2019-11-07,1,16,19,MovistarRiders,Virtus.pro,3,35,19
Nemiga,17-19,HAVU,ESEAMDLSeason32Europe,nuke,2019-11-07,1,17,19,HAVU,Nemiga,2,36,19
GamerLegion,10-16,Japaleno,ESEAMDLSeason32Europe,ovp,2019-11-07,1,10,16,Japaleno,GamerLegion,6,26,16
forZe,16-7,AVANGAR,ESEAMDLSeason32Europe,ovp,2019-11-07,1,16,7,forZe,AVANGAR,9,23,16
NatusVincereJunior,13-16,Spirit,SECTOR:MOSTBET,Dust2,2019-11-07,1,13,16,Spirit,NatusVincereJunior,3,29,16
NatusVincereJunior,10-16,Spirit,SECTOR:MOSTBET,Inferno,2019-11-07,1,10,16,Spirit,NatusVincereJunior,6,26,16
Heretics,16-4,HAVU,ESEAMDLSeason32Europe,nuke,2019-11-07,1,16,4,Heretics,HAVU,12,20,16
ViCi,16-13,ENCE,IEMBeijing2019,Inferno,2019-11-07,1,16,13,ViCi,ENCE,3,29,16
ViCi,13-16,ENCE,IEMBeijing2019,Train,2019-11-07,1,13,16,ENCE,ViCi,3,29,16
ViCi,7-16 ,ENCE,IEMBeijing2019,Mirage,2019-11-07,1,7,16,ENCE,ViCi,9,23,16
ORDER,16-7 ,PC419,ESEAMDLSeason32Australia,Dust2,2019-11-07,1,16,7,ORDER,PC419,9,23,16
ORDER,16-13,PC419,ESEAMDLSeason32Australia,Inferno,2019-11-07,1,16,13,ORDER,PC419,3,29,16
Astralis,16-10,100Thieves,IEMBeijing2019,Inferno,2019-11-07,1,16,10,Astralis,100Thieves,6,26,16
Astralis,16-9 ,100Thieves,IEMBeijing2019,Nuke,2019-11-07,1,16,9,Astralis,100Thieves,7,25,16
SYF,6-16 ,PC419,ESEAMDLSeason32Australia,Dust2,2019-11-07,1,6,16,PC419,SYF,10,22,16
SYF,16-14,PC419,ESEAMDLSeason32Australia,Mirage,2019-11-07,1,16,14,SYF,PC419,2,30,16
SYF,14-16,PC419,ESEAMDLSeason32Australia,Nuke,2019-11-07,1,14,16,PC419,SYF,2,30,16
Chiefs,16-13,Genuine,ESEAMDLSeason32Australia,Nuke,2019-11-07,1,16,13,Chiefs,Genuine,3,29,16
Chiefs,16-13,Genuine,ESEAMDLSeason32Australia,Dust2,2019-11-07,1,16,13,Chiefs,Genuine,3,29,16
AUGUST,16-8 ,5POWER,QiBanjaLuka2019AsiaQualifier,Nuke,2019-11-07,1,16,8,AUGUST,5POWER,8,24,16
AUGUST,16-10,5POWER,QiBanjaLuka2019AsiaQualifier,Dust2,2019-11-07,1,16,10,AUGUST,5POWER,6,26,16
Vitality,16-7 ,TYLOO,IEMBeijing2019,Inferno,2019-11-07,1,16,7,Vitality,TYLOO,9,23,16
Vitality,16-6 ,TYLOO,IEMBeijing2019,Dust2,2019-11-07,1,16,6,Vitality,TYLOO,10,22,16
FaZe,16-7 ,EvilGeniuses,IEMBeijing2019,Nuke,2019-11-07,1,16,7,FaZe,EvilGeniuses,9,23,16
FaZe,16-6 ,EvilGeniuses,IEMBeijing2019,Dust2,2019-11-07,1,16,6,FaZe,EvilGeniuses,10,22,16
Invictus,7-16 ,5POWER,QiBanjaLuka2019AsiaQualifier,Dust2,2019-11-07,1,7,16,5POWER,Invictus,9,23,16
Invictus,6-16 ,5POWER,QiBanjaLuka2019AsiaQualifier,Train,2019-11-07,1,6,16,5POWER,Invictus,10,22,16
100Thieves,16-3 ,ENCE,IEMBeijing2019,Inferno,2019-11-07,1,16,3,100Thieves,ENCE,13,19,16
100Thieves,16-13,ENCE,IEMBeijing2019,Train,2019-11-07,1,16,13,100Thieves,ENCE,3,29,16
Astralis,16-5 ,ViCi,IEMBeijing2019,Inferno,2019-11-07,1,16,5,Astralis,ViCi,11,21,16
Astralis,16-4 ,ViCi,IEMBeijing2019,Nuke,2019-11-07,1,16,4,Astralis,ViCi,12,20,16
BushidoBoyz,14-16,JustSwing,ESEAMDLSeason32NorthAmerica,mrg,2019-11-07,1,14,16,JustSwing,BushidoBoyz,2,30,16
Ascent,16-7,RapGang,ESEAMDLSeason32NorthAmerica,d2,2019-11-07,1,16,7,Ascent,RapGang,9,23,16
Mythic,1-0,TheQuest,ESEAMDLSeason32NorthAmerica,-,2019-11-07,1,1,0,Mythic,TheQuest,1,1,1
Mythic,16-19,Peeker'sAdvantage,ESEAMDLSeason32NorthAmerica,ovp,2019-11-07,1,16,19,Peeker'sAdvantage,Mythic,3,35,19
Ascent,16-8,JustSwing,ESEAMDLSeason32NorthAmerica,mrg,2019-11-07,1,16,8,Ascent,JustSwing,8,24,16
Monstars,8-16,RiotSquad,ESEAMDLSeason32NorthAmerica,ovp,2019-11-07,1,8,16,RiotSquad,Monstars,8,24,16
INTZ,16-7,Rugratz,ESEAMDLSeason32NorthAmerica,mrg,2019-11-07,1,16,7,INTZ,Rugratz,9,23,16
paiN,14-16,Isurus,BrasileirãoSeason1,Inferno,2019-11-07,1,14,16,Isurus,paiN,2,30,16
paiN,12-16,Isurus,BrasileirãoSeason1,Overpass,2019-11-07,1,12,16,Isurus,paiN,4,28,16
RiotSquad,16-13,RapGang,ESEAMDLSeason32NorthAmerica,d2,2019-11-07,1,16,13,RiotSquad,RapGang,3,29,16
Peeker'sAdvantage,12-16,Rugratz,ESEAMDLSeason32NorthAmerica,nuke,2019-11-07,1,12,16,Rugratz,Peeker'sAdvantage,4,28,16
JustSwing,9-16,BigFrames,ESEAMDLSeason32NorthAmerica,ovp,2019-11-07,1,9,16,BigFrames,JustSwing,7,25,16
DETONA,16-19,REDCanids,BrasileirãoSeason1,Dust2,2019-11-07,1,16,19,REDCanids,DETONA,3,35,19
DETONA,10-16,REDCanids,BrasileirãoSeason1,Vertigo,2019-11-07,1,10,16,REDCanids,DETONA,6,26,16
AVANGAR,13-16,Tricked,ESEAMDLSeason32Europe,inf,2019-11-06,1,13,16,Tricked,AVANGAR,3,29,16
MovistarRiders,7-16,pro100,ESEAMDLSeason32Europe,trn,2019-11-06,1,7,16,pro100,MovistarRiders,9,23,16
Demise,12-16,CR4ZY,ESEAMDLSeason32Europe,inf,2019-11-06,1,12,16,CR4ZY,Demise,4,28,16
Spirit,16-10,Phoenix,ESEAMDLSeason32Europe,mrg,2019-11-06,1,16,10,Spirit,Phoenix,6,26,16
Tricked,22-20,Japaleno,ESEAMDLSeason32Europe,ovp,2019-11-06,1,22,20,Tricked,Japaleno,2,42,22
MovistarRiders,16-14,AGO,ESEAMDLSeason32Europe,inf,2019-11-06,1,16,14,MovistarRiders,AGO,2,30,16
Spirit,16-14,AVANGAR,ESEAMDLSeason32Europe,mrg,2019-11-06,1,16,14,Spirit,AVANGAR,2,30,16
PACT,7-16,Heretics,ESEAMDLSeason32Europe,nuke,2019-11-06,1,7,16,Heretics,PACT,9,23,16
Nemiga,16-8,Phoenix,ESEAMDLSeason32Europe,d2,2019-11-06,1,16,8,Nemiga,Phoenix,8,24,16
Demise,6-16,pro100,ESEAMDLSeason32Europe,d2,2019-11-06,1,6,16,pro100,Demise,10,22,16
AVANGAR,28-25,CR4ZY,ESEAMDLSeason32Europe,d2,2019-11-06,1,28,25,AVANGAR,CR4ZY,3,53,28
AGO,16-11,Heretics,ESEAMDLSeason32Europe,vtg,2019-11-06,1,16,11,AGO,Heretics,5,27,16
GamerLegion,16-10,Heretics,ESEAMDLSeason32Europe,inf,2019-11-06,1,16,10,GamerLegion,Heretics,6,26,16
Espada,4-16 ,Nemiga,SECTOR:MOSTBET,Nuke,2019-11-06,1,4,16,Nemiga,Espada,12,20,16
Espada,11-16,Nemiga,SECTOR:MOSTBET,Dust2,2019-11-06,1,11,16,Nemiga,Espada,5,27,16
CR4ZY,10-16,SMASH,UnitedMastersLeagueSeason2,Nuke,2019-11-06,1,10,16,SMASH,CR4ZY,6,26,16
CR4ZY,7-16 ,SMASH,UnitedMastersLeagueSeason2,Inferno,2019-11-06,1,7,16,SMASH,CR4ZY,9,23,16
Chiefs,16-1 ,ORDER,ESEAMDLSeason32Australia,Mirage,2019-11-06,1,16,1,Chiefs,ORDER,15,17,16
Chiefs,16-3 ,ORDER,ESEAMDLSeason32Australia,Nuke,2019-11-06,1,16,3,Chiefs,ORDER,13,19,16
Aster,6-16 ,EHOME,EPICENTER2019ChinaQualifier,Dust2,2019-11-06,1,6,16,EHOME,Aster,10,22,16
Aster,10-16,EHOME,EPICENTER2019ChinaQualifier,Mirage,2019-11-06,1,10,16,EHOME,Aster,6,26,16
Genuine,16-9 ,SYF,ESEAMDLSeason32Australia,Train,2019-11-06,1,16,9,Genuine,SYF,7,25,16
Genuine,16-7 ,SYF,ESEAMDLSeason32Australia,Overpass,2019-11-06,1,16,7,Genuine,SYF,9,23,16
Chiefs,16-8 ,PC419,ESEAMDLSeason32Australia,Dust2,2019-11-06,1,16,8,Chiefs,PC419,8,24,16
Chiefs,16-14,PC419,ESEAMDLSeason32Australia,Mirage,2019-11-06,1,16,14,Chiefs,PC419,2,30,16
D7G,5-16 ,EHOME,EPICENTER2019ChinaQualifier,Train,2019-11-06,1,5,16,EHOME,D7G,11,21,16
D7G,9-16 ,EHOME,EPICENTER2019ChinaQualifier,Mirage,2019-11-06,1,9,16,EHOME,D7G,7,25,16
5POWER,16-3 ,OneThree,QiBanjaLuka2019AsiaQualifier,Inferno,2019-11-06,2,16,3,5POWER,OneThree,13,19,16
5POWER,16-10,OneThree,QiBanjaLuka2019AsiaQualifier,Dust2,2019-11-06,2,16,10,5POWER,OneThree,6,26,16
Invictus,16-4 ,MiTH.Maple,QiBanjaLuka2019AsiaQualifier,Overpass,2019-11-06,2,16,4,Invictus,MiTH.Maple,12,20,16
Invictus,16-9 ,MiTH.Maple,QiBanjaLuka2019AsiaQualifier,Train,2019-11-06,2,16,9,Invictus,MiTH.Maple,7,25,16
BushidoBoyz,4-16,LiviD,ESEAMDLSeason32NorthAmerica,ovp,2019-11-06,2,4,16,LiviD,BushidoBoyz,12,20,16
Mythic,10-16,RiotSquad,ESEAMDLSeason32NorthAmerica,trn,2019-11-06,2,10,16,RiotSquad,Mythic,6,26,16
Peeker'sAdvantage,16-7,JustSwing,ESEAMDLSeason32NorthAmerica,ovp,2019-11-06,2,16,7,Peeker'sAdvantage,JustSwing,9,23,16
RapGang,7-16,BigFrames,ESEAMDLSeason32NorthAmerica,ovp,2019-11-06,2,7,16,BigFrames,RapGang,9,23,16
Peeker'sAdvantage,13-16,LiviD,ESEAMDLSeason32NorthAmerica,mrg,2019-11-06,2,13,16,LiviD,Peeker'sAdvantage,3,29,16
Ben'sAnimeTeam,16-10,INTZ,ESEAMDLSeason32NorthAmerica,mrg,2019-11-06,2,16,10,Ben'sAnimeTeam,INTZ,6,26,16
Monstars,10-16,Ascent,ESEAMDLSeason32NorthAmerica,inf,2019-11-06,2,10,16,Ascent,Monstars,6,26,16
TheQuest,16-4,JustSwing,ESEAMDLSeason32NorthAmerica,ovp,2019-11-06,2,16,4,TheQuest,JustSwing,12,20,16
INTZ,16-9,RiotSquad,ESEAMDLSeason32NorthAmerica,trn,2019-11-06,2,16,9,INTZ,RiotSquad,7,25,16
Peeker'sAdvantage,6-16,RapGang,ESEAMDLSeason32NorthAmerica,mrg,2019-11-06,2,6,16,RapGang,Peeker'sAdvantage,10,22,16
FATE,16-8 ,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Mirage,2019-11-06,2,16,8,FATE,MovistarRiders,8,24,16
FATE,14-16,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Vertigo,2019-11-06,2,14,16,MovistarRiders,FATE,2,30,16
FATE,16-13,MovistarRiders,OMENAtlanticChallenge2019EuropeClosedQualifier,Inferno,2019-11-06,2,16,13,FATE,MovistarRiders,3,29,16
BIG,16-12,Virtus.pro,UnitedMastersLeagueSeason2,Nuke,2019-11-06,2,16,12,BIG,Virtus.pro,4,28,16
BIG,25-21,Virtus.pro,UnitedMastersLeagueSeason2,Overpass,2019-11-06,2,25,21,BIG,Virtus.pro,4,46,25
HardLegion,16-9 ,Giants,UnitedMastersLeagueSeason2,Overpass,2019-11-05,2,16,9,HardLegion,Giants,7,25,16
HardLegion,4-16 ,Giants,UnitedMastersLeagueSeason2,Vertigo,2019-11-05,2,4,16,Giants,HardLegion,12,20,16
HardLegion,13-16,Giants,UnitedMastersLeagueSeason2,Dust2,2019-11-05,2,13,16,Giants,HardLegion,3,29,16
Baecon,12-16,LDLC,OMENAtlanticChallenge2019EuropeClosedQualifier,Dust2,2019-11-05,2,12,16,LDLC,Baecon,4,28,16
